"","name","id","align","eye","hair","sex","gsm","alive","appearances","year"
"8800","maybelle tork (earth-616)","public identity","neutral characters","","blond hair","female characters","heterosexual characters","living characters",2,"1974"
"8801","mister slick (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","deceased characters",2,"1974"
"8802","molecule man (artifical construct) (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",2,"1974"
"8803","nestos (earth-616)","no dual identity","bad characters","","","male characters","heterosexual characters","living characters",2,"1974"
"8804","nicholas bordia (earth-616)","public identity","bad characters","brown eyes","grey hair","male characters","heterosexual characters","living characters",2,"1974"
"8805","paxton pentecost (earth-616)","public identity","","","","male characters","heterosexual characters","living characters",2,"1974"
"8806","phineas t. coroner (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",2,"1974"
"8807","razorblade (earth-616)","","bad characters","","black hair","male characters","heterosexual characters","living characters",2,"1974"
"8808","robert russo (earth-616)","public identity","good characters","","light brown hair","male characters","heterosexual characters","living characters",2,"1974"
"8809","sanford (earth-616)","public identity","neutral characters","","red hair","male characters","heterosexual characters","living characters",2,"1974"
"8810","scythe (mercenary) (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",2,"1974"
"8811","shu-hu (earth-616)","","neutral characters","","","","heterosexual characters","living characters",2,"1974"
"8812","snatos (earth-616)","no dual identity","bad characters","","","male characters","heterosexual characters","living characters",2,"1974"
"8813","ternak (earth-616)","public identity","bad characters","","","male characters","heterosexual characters","living characters",2,"1974"
"8814","thugra khothan (earth-616)","public identity","","","black hair","male characters","heterosexual characters","deceased characters",2,"1974"
"8815","tragg (carnival) (earth-616)","public identity","","","","male characters","heterosexual characters","living characters",2,"1974"
"8816","wally bevins (earth-616)","public identity","","","","male characters","heterosexual characters","living characters",2,"1974"
"8817","zofia dracula (earth-616)","public identity","good characters","","black hair","female characters","heterosexual characters","deceased characters",2,"1974"
"8818","alchemoid (earth-616)","","bad characters","","","","heterosexual characters","deceased characters",2,"1975"
"8819","andre rostov (earth-616)","secret identity","","","brown hair","male characters","heterosexual characters","living characters",2,"1975"
"8820","anthony serba (earth-616)","","","","","male characters","heterosexual characters","deceased characters",2,"1975"
"8821","belaric marcosa (earth-616)","","bad characters","","","male characters","heterosexual characters","deceased characters",2,"1975"
"8822","bill gordon (bronze age) (earth-616)","no dual identity","bad characters","","blond hair","male characters","heterosexual characters","living characters",2,"1975"
"8823","borgia (roclite) (earth-616)","public identity","bad characters","","no hair","","heterosexual characters","living characters",2,"1975"
"8824","centarius (earth-616)","public identity","","","brown hair","male characters","heterosexual characters","living characters",2,"1975"
"8825","daphne von wilkinson (earth-616)","no dual identity","bad characters","","","female characters","heterosexual characters","deceased characters",2,"1975"
"8826","dryminextes (earth-616)","","bad characters","","","","heterosexual characters","living characters",2,"1975"
"8827","father darklyte (earth-616)","secret identity","bad characters","white eyes","white hair","male characters","heterosexual characters","deceased characters",2,"1975"
"8828","francis william maxwell (earth-616)","public identity","good characters","","","male characters","heterosexual characters","living characters",2,"1975"
"8829","frobbank (earth-616)","","neutral characters","","black hair","male characters","heterosexual characters","living characters",2,"1975"
"8830","gervasse (earth-616)","","good characters","","","male characters","heterosexual characters","living characters",2,"1975"
"8831","grant whittacker (earth-616)","","good characters","","","male characters","heterosexual characters","living characters",2,"1975"
"8832","harrison j. merriwell (earth-616)","public identity","","","","male characters","heterosexual characters","living characters",2,"1975"
"8833","hermann von reitberger (earth-616)","public identity","bad characters","","white hair","male characters","heterosexual characters","deceased characters",2,"1975"
"8834","janet lyton (earth-616)","","good characters","","","female characters","heterosexual characters","living characters",2,"1975"
"8835","juan aponte (earth-616)","secret identity","bad characters","","bald","male characters","heterosexual characters","living characters",2,"1975"
"8836","legion (possessors) (earth-616)","secret identity","bad characters","","","","heterosexual characters","living characters",2,"1975"
"8837","mcm-xli (earth-616)","","neutral characters","gold eyes","blond hair","female characters","heterosexual characters","deceased characters",2,"1975"
"8838","michael rodgers (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",2,"1975"
"8839","oruthu (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",2,"1975"
